start_station_id,start_station_name,end_station_id,end_station_name,total_trips_subscriber
69,San Francisco Caltrain 2 (330 Townsend),72,Civic Center BART (7th at Market),536
69,San Francisco Caltrain 2 (330 Townsend),73,Grant Avenue at Columbus Avenue,18
69,San Francisco Caltrain 2 (330 Townsend),74,Steuart at Market,655
69,San Francisco Caltrain 2 (330 Townsend),75,Mechanics Plaza (Market at Battery),340
69,San Francisco Caltrain 2 (330 Townsend),82,Broadway St at Battery St,423
69,San Francisco Caltrain 2 (330 Townsend),39,Powell Street BART,2027
69,San Francisco Caltrain 2 (330 Townsend),42,Davis at Jackson,318
69,San Francisco Caltrain 2 (330 Townsend),41,Clay at Battery,179
69,San Francisco Caltrain 2 (330 Townsend),46,Washington at Kearney,216
69,San Francisco Caltrain 2 (330 Townsend),47,Post at Kearney,276
69,San Francisco Caltrain 2 (330 Townsend),45,Commercial at Montgomery,200
69,San Francisco Caltrain 2 (330 Townsend),51,Embarcadero at Folsom,1075
69,San Francisco Caltrain 2 (330 Townsend),50,Harry Bridges Plaza (Ferry Building),854
69,San Francisco Caltrain 2 (330 Townsend),49,Spear at Folsom,213
69,San Francisco Caltrain 2 (330 Townsend),48,Embarcadero at Vallejo,255
69,San Francisco Caltrain 2 (330 Townsend),55,Temporary Transbay Terminal (Howard at Beale),862
69,San Francisco Caltrain 2 (330 Townsend),54,Embarcadero at Bryant,154
69,San Francisco Caltrain 2 (330 Townsend),59,Golden Gate at Polk,272
69,San Francisco Caltrain 2 (330 Townsend),58,San Francisco City Hall,135
69,San Francisco Caltrain 2 (330 Townsend),57,5th at Howard,1826
69,San Francisco Caltrain 2 (330 Townsend),56,Beale at Market,260
69,San Francisco Caltrain 2 (330 Townsend),63,Howard at 2nd,808
69,San Francisco Caltrain 2 (330 Townsend),62,2nd at Folsom,418
69,San Francisco Caltrain 2 (330 Townsend),61,2nd at Townsend,281
69,San Francisco Caltrain 2 (330 Townsend),60,Embarcadero at Sansome,193
70,San Francisco Caltrain (Townsend at 4th),68,Yerba Buena Center of the Arts (3rd @ Howard),887
70,San Francisco Caltrain (Townsend at 4th),69,San Francisco Caltrain 2 (330 Townsend),33
70,San Francisco Caltrain (Townsend at 4th),70,San Francisco Caltrain (Townsend at 4th),120
70,San Francisco Caltrain (Townsend at 4th),71,Powell at Post (Union Square),84
70,San Francisco Caltrain (Townsend at 4th),64,2nd at South Park,545
70,San Francisco Caltrain (Townsend at 4th),65,Townsend at 7th,1145
70,San Francisco Caltrain (Townsend at 4th),66,South Van Ness at Market,332
70,San Francisco Caltrain (Townsend at 4th),67,Market at 10th,997
70,San Francisco Caltrain (Townsend at 4th),76,Market at 4th,549
70,San Francisco Caltrain (Townsend at 4th),77,Market at Sansome,1154
70,San Francisco Caltrain (Townsend at 4th),72,Civic Center BART (7th at Market),379
70,San Francisco Caltrain (Townsend at 4th),73,Grant Avenue at Columbus Avenue,137
70,San Francisco Caltrain (Townsend at 4th),74,Steuart at Market,1396
70,San Francisco Caltrain (Townsend at 4th),75,Mechanics Plaza (Market at Battery),632
70,San Francisco Caltrain (Townsend at 4th),82,Broadway St at Battery St,668
70,San Francisco Caltrain (Townsend at 4th),39,Powell Street BART,842
70,San Francisco Caltrain (Townsend at 4th),42,Davis at Jackson,966
70,San Francisco Caltrain (Townsend at 4th),41,Clay at Battery,801
70,San Francisco Caltrain (Townsend at 4th),46,Washington at Kearney,183
70,San Francisco Caltrain (Townsend at 4th),47,Post at Kearney,438
70,San Francisco Caltrain (Townsend at 4th),45,Commercial at Montgomery,368
70,San Francisco Caltrain (Townsend at 4th),51,Embarcadero at Folsom,1510
70,San Francisco Caltrain (Townsend at 4th),50,Harry Bridges Plaza (Ferry Building),1907
70,San Francisco Caltrain (Townsend at 4th),49,Spear at Folsom,525
70,San Francisco Caltrain (Townsend at 4th),48,Embarcadero at Vallejo,698
70,San Francisco Caltrain (Townsend at 4th),55,Temporary Transbay Terminal (Howard at Beale),1885
70,San Francisco Caltrain (Townsend at 4th),54,Embarcadero at Bryant,854
70,San Francisco Caltrain (Townsend at 4th),59,Golden Gate at Polk,165
70,San Francisco Caltrain (Townsend at 4th),58,San Francisco City Hall,30
70,San Francisco Caltrain (Townsend at 4th),57,5th at Howard,640
70,San Francisco Caltrain (Townsend at 4th),56,Beale at Market,633
70,San Francisco Caltrain (Townsend at 4th),63,Howard at 2nd,1166
70,San Francisco Caltrain (Townsend at 4th),62,2nd at Folsom,670
70,San Francisco Caltrain (Townsend at 4th),61,2nd at Townsend,895
70,San Francisco Caltrain (Townsend at 4th),60,Embarcadero at Sansome,650
71,Powell at Post (Union Square),68,Yerba Buena Center of the Arts (3rd @ Howard),141
71,Powell at Post (Union Square),69,San Francisco Caltrain 2 (330 Townsend),357
71,Powell at Post (Union Square),70,San Francisco Caltrain (Townsend at 4th),382
71,Powell at Post (Union Square),71,Powell at Post (Union Square),22
71,Powell at Post (Union Square),64,2nd at South Park,96
71,Powell at Post (Union Square),65,Townsend at 7th,270
71,Powell at Post (Union Square),66,South Van Ness at Market,53
71,Powell at Post (Union Square),67,Market at 10th,199
71,Powell at Post (Union Square),76,Market at 4th,72
71,Powell at Post (Union Square),77,Market at Sansome,160
71,Powell at Post (Union Square),72,Civic Center BART (7th at Market),146
71,Powell at Post (Union Square),73,Grant Avenue at Columbus Avenue,106
71,Powell at Post (Union Square),74,Steuart at Market,89
71,Powell at Post (Union Square),75,Mechanics Plaza (Market at Battery),145
71,Powell at Post (Union Square),82,Broadway St at Battery St,211
71,Powell at Post (Union Square),39,Powell Street BART,144
71,Powell at Post (Union Square),42,Davis at Jackson,246
71,Powell at Post (Union Square),41,Clay at Battery,39
71,Powell at Post (Union Square),46,Washington at Kearney,209
71,Powell at Post (Union Square),47,Post at Kearney,129
71,Powell at Post (Union Square),45,Commercial at Montgomery,108
71,Powell at Post (Union Square),51,Embarcadero at Folsom,30
71,Powell at Post (Union Square),50,Harry Bridges Plaza (Ferry Building),83
71,Powell at Post (Union Square),49,Spear at Folsom,53
71,Powell at Post (Union Square),48,Embarcadero at Vallejo,22
71,Powell at Post (Union Square),55,Temporary Transbay Terminal (Howard at Beale),86
71,Powell at Post (Union Square),54,Embarcadero at Bryant,24
71,Powell at Post (Union Square),59,Golden Gate at Polk,34
71,Powell at Post (Union Square),58,San Francisco City Hall,31
71,Powell at Post (Union Square),57,5th at Howard,157
71,Powell at Post (Union Square),56,Beale at Market,162
71,Powell at Post (Union Square),63,Howard at 2nd,395
71,Powell at Post (Union Square),62,2nd at Folsom,79
71,Powell at Post (Union Square),61,2nd at Townsend,121
71,Powell at Post (Union Square),60,Embarcadero at Sansome,171
64,2nd at South Park,68,Yerba Buena Center of the Arts (3rd @ Howard),168
64,2nd at South Park,69,San Francisco Caltrain 2 (330 Townsend),803
64,2nd at South Park,70,San Francisco Caltrain (Townsend at 4th),1010
64,2nd at South Park,71,Powell at Post (Union Square),72
64,2nd at South Park,64,2nd at South Park,168
64,2nd at South Park,65,Townsend at 7th,288
64,2nd at South Park,66,South Van Ness at Market,38
64,2nd at South Park,67,Market at 10th,88
64,2nd at South Park,76,Market at 4th,224
64,2nd at South Park,77,Market at Sansome,1754
64,2nd at South Park,72,Civic Center BART (7th at Market),101
64,2nd at South Park,73,Grant Avenue at Columbus Avenue,34
64,2nd at South Park,74,Steuart at Market,216
64,2nd at South Park,75,Mechanics Plaza (Market at Battery),154
64,2nd at South Park,82,Broadway St at Battery St,85
64,2nd at South Park,39,Powell Street BART,104
64,2nd at South Park,42,Davis at Jackson,60
64,2nd at South Park,41,Clay at Battery,89
64,2nd at South Park,46,Washington at Kearney,135
64,2nd at South Park,47,Post at Kearney,292
64,2nd at South Park,45,Commercial at Montgomery,110
64,2nd at South Park,51,Embarcadero at Folsom,115
64,2nd at South Park,50,Harry Bridges Plaza (Ferry Building),660
64,2nd at South Park,49,Spear at Folsom,207
64,2nd at South Park,48,Embarcadero at Vallejo,157
64,2nd at South Park,55,Temporary Transbay Terminal (Howard at Beale),436
64,2nd at South Park,54,Embarcadero at Bryant,112
64,2nd at South Park,59,Golden Gate at Polk,57
64,2nd at South Park,58,San Francisco City Hall,23
64,2nd at South Park,57,5th at Howard,168
64,2nd at South Park,56,Beale at Market,74
64,2nd at South Park,63,Howard at 2nd,516
64,2nd at South Park,62,2nd at Folsom,190
64,2nd at South Park,61,2nd at Townsend,151
64,2nd at South Park,60,Embarcadero at Sansome,44
65,Townsend at 7th,68,Yerba Buena Center of the Arts (3rd @ Howard),135
65,Townsend at 7th,69,San Francisco Caltrain 2 (330 Townsend),2661
65,Townsend at 7th,70,San Francisco Caltrain (Townsend at 4th),2150
65,Townsend at 7th,71,Powell at Post (Union Square),70
65,Townsend at 7th,64,2nd at South Park,133
65,Townsend at 7th,65,Townsend at 7th,131
65,Townsend at 7th,66,South Van Ness at Market,354
65,Townsend at 7th,67,Market at 10th,367
65,Townsend at 7th,76,Market at 4th,218
65,Townsend at 7th,77,Market at Sansome,263
65,Townsend at 7th,72,Civic Center BART (7th at Market),1784
65,Townsend at 7th,73,Grant Avenue at Columbus Avenue,44
65,Townsend at 7th,74,Steuart at Market,261
65,Townsend at 7th,75,Mechanics Plaza (Market at Battery),37
65,Townsend at 7th,82,Broadway St at Battery St,46
65,Townsend at 7th,39,Powell Street BART,355
65,Townsend at 7th,42,Davis at Jackson,52
65,Townsend at 7th,41,Clay at Battery,52
65,Townsend at 7th,46,Washington at Kearney,27
65,Townsend at 7th,47,Post at Kearney,252
65,Townsend at 7th,45,Commercial at Montgomery,116
65,Townsend at 7th,51,Embarcadero at Folsom,201
65,Townsend at 7th,50,Harry Bridges Plaza (Ferry Building),770
65,Townsend at 7th,49,Spear at Folsom,331
65,Townsend at 7th,48,Embarcadero at Vallejo,38
65,Townsend at 7th,55,Temporary Transbay Terminal (Howard at Beale),732
65,Townsend at 7th,54,Embarcadero at Bryant,111
65,Townsend at 7th,59,Golden Gate at Polk,135
65,Townsend at 7th,58,San Francisco City Hall,41
65,Townsend at 7th,57,5th at Howard,188
65,Townsend at 7th,56,Beale at Market,32
65,Townsend at 7th,63,Howard at 2nd,264
65,Townsend at 7th,62,2nd at Folsom,329
65,Townsend at 7th,61,2nd at Townsend,376
65,Townsend at 7th,60,Embarcadero at Sansome,52
66,South Van Ness at Market,68,Yerba Buena Center of the Arts (3rd @ Howard),62
66,South Van Ness at Market,69,San Francisco Caltrain 2 (330 Townsend),583
66,South Van Ness at Market,70,San Francisco Caltrain (Townsend at 4th),466
66,South Van Ness at Market,71,Powell at Post (Union Square),21
66,South Van Ness at Market,64,2nd at South Park,64
66,South Van Ness at Market,65,Townsend at 7th,338
66,South Van Ness at Market,66,South Van Ness at Market,51
66,South Van Ness at Market,67,Market at 10th,98
66,South Van Ness at Market,76,Market at 4th,278
66,South Van Ness at Market,77,Market at Sansome,419
66,South Van Ness at Market,72,Civic Center BART (7th at Market),497
66,South Van Ness at Market,73,Grant Avenue at Columbus Avenue,15
66,South Van Ness at Market,74,Steuart at Market,69
66,South Van Ness at Market,75,Mechanics Plaza (Market at Battery),161
66,South Van Ness at Market,82,Broadway St at Battery St,17
66,South Van Ness at Market,39,Powell Street BART,410
66,South Van Ness at Market,42,Davis at Jackson,38
66,South Van Ness at Market,41,Clay at Battery,58
66,South Van Ness at Market,46,Washington at Kearney,53
66,South Van Ness at Market,47,Post at Kearney,209
66,South Van Ness at Market,45,Commercial at Montgomery,79
66,South Van Ness at Market,51,Embarcadero at Folsom,51
66,South Van Ness at Market,50,Harry Bridges Plaza (Ferry Building),58
66,South Van Ness at Market,49,Spear at Folsom,59
66,South Van Ness at Market,48,Embarcadero at Vallejo,25
66,South Van Ness at Market,55,Temporary Transbay Terminal (Howard at Beale),311
66,South Van Ness at Market,54,Embarcadero at Bryant,18
66,South Van Ness at Market,59,Golden Gate at Polk,79
66,South Van Ness at Market,58,San Francisco City Hall,69
66,South Van Ness at Market,57,5th at Howard,92
66,South Van Ness at Market,56,Beale at Market,234
66,South Van Ness at Market,63,Howard at 2nd,34
66,South Van Ness at Market,62,2nd at Folsom,36
66,South Van Ness at Market,61,2nd at Townsend,59
66,South Van Ness at Market,60,Embarcadero at Sansome,96
67,Market at 10th,68,Yerba Buena Center of the Arts (3rd @ Howard),309
67,Market at 10th,69,San Francisco Caltrain 2 (330 Townsend),1764
67,Market at 10th,70,San Francisco Caltrain (Townsend at 4th),1756
67,Market at 10th,71,Powell at Post (Union Square),145
67,Market at 10th,64,2nd at South Park,130
67,Market at 10th,65,Townsend at 7th,528
67,Market at 10th,66,South Van Ness at Market,59
67,Market at 10th,67,Market at 10th,108
67,Market at 10th,76,Market at 4th,1300
67,Market at 10th,77,Market at Sansome,470
67,Market at 10th,72,Civic Center BART (7th at Market),465
67,Market at 10th,73,Grant Avenue at Columbus Avenue,75
67,Market at 10th,74,Steuart at Market,212
67,Market at 10th,75,Mechanics Plaza (Market at Battery),215
67,Market at 10th,82,Broadway St at Battery St,26
67,Market at 10th,39,Powell Street BART,838
67,Market at 10th,42,Davis at Jackson,100
67,Market at 10th,41,Clay at Battery,40
67,Market at 10th,46,Washington at Kearney,95
67,Market at 10th,47,Post at Kearney,310
67,Market at 10th,45,Commercial at Montgomery,43
67,Market at 10th,51,Embarcadero at Folsom,30
67,Market at 10th,50,Harry Bridges Plaza (Ferry Building),159
67,Market at 10th,49,Spear at Folsom,86
67,Market at 10th,48,Embarcadero at Vallejo,62
67,Market at 10th,55,Temporary Transbay Terminal (Howard at Beale),223
67,Market at 10th,54,Embarcadero at Bryant,20
67,Market at 10th,59,Golden Gate at Polk,75
67,Market at 10th,58,San Francisco City Hall,76
67,Market at 10th,57,5th at Howard,280
67,Market at 10th,56,Beale at Market,272
67,Market at 10th,63,Howard at 2nd,88
67,Market at 10th,62,2nd at Folsom,153
67,Market at 10th,61,2nd at Townsend,101
67,Market at 10th,60,Embarcadero at Sansome,48
76,Market at 4th,68,Yerba Buena Center of the Arts (3rd @ Howard),83
76,Market at 4th,69,San Francisco Caltrain 2 (330 Townsend),557
76,Market at 4th,70,San Francisco Caltrain (Townsend at 4th),1517
76,Market at 4th,71,Powell at Post (Union Square),27
76,Market at 4th,64,2nd at South Park,177
76,Market at 4th,65,Townsend at 7th,177
76,Market at 4th,66,South Van Ness at Market,196
76,Market at 4th,67,Market at 10th,1121
76,Market at 4th,76,Market at 4th,42
76,Market at 4th,77,Market at Sansome,257
76,Market at 4th,72,Civic Center BART (7th at Market),293
76,Market at 4th,73,Grant Avenue at Columbus Avenue,120
76,Market at 4th,74,Steuart at Market,182
76,Market at 4th,75,Mechanics Plaza (Market at Battery),164
76,Market at 4th,82,Broadway St at Battery St,94
76,Market at 4th,39,Powell Street BART,95
76,Market at 4th,42,Davis at Jackson,56
76,Market at 4th,41,Clay at Battery,89
76,Market at 4th,46,Washington at Kearney,96
76,Market at 4th,47,Post at Kearney,52
76,Market at 4th,45,Commercial at Montgomery,138
76,Market at 4th,51,Embarcadero at Folsom,62
76,Market at 4th,50,Harry Bridges Plaza (Ferry Building),260
76,Market at 4th,49,Spear at Folsom,161
76,Market at 4th,48,Embarcadero at Vallejo,24
76,Market at 4th,55,Temporary Transbay Terminal (Howard at Beale),715
76,Market at 4th,54,Embarcadero at Bryant,173
76,Market at 4th,59,Golden Gate at Polk,71
76,Market at 4th,58,San Francisco City Hall,77
76,Market at 4th,57,5th at Howard,146
76,Market at 4th,56,Beale at Market,208
76,Market at 4th,63,Howard at 2nd,139
76,Market at 4th,62,2nd at Folsom,97
76,Market at 4th,61,2nd at Townsend,187
76,Market at 4th,60,Embarcadero at Sansome,111
77,Market at Sansome,68,Yerba Buena Center of the Arts (3rd @ Howard),302
77,Market at Sansome,69,San Francisco Caltrain 2 (330 Townsend),640
77,Market at Sansome,70,San Francisco Caltrain (Townsend at 4th),1155
77,Market at Sansome,71,Powell at Post (Union Square),71
77,Market at Sansome,64,2nd at South Park,1601
77,Market at Sansome,65,Townsend at 7th,262
77,Market at Sansome,66,South Van Ness at Market,173
77,Market at Sansome,67,Market at 10th,214
77,Market at Sansome,76,Market at 4th,156
77,Market at Sansome,77,Market at Sansome,73
77,Market at Sansome,72,Civic Center BART (7th at Market),223
77,Market at Sansome,73,Grant Avenue at Columbus Avenue,456
77,Market at Sansome,74,Steuart at Market,273
77,Market at Sansome,75,Mechanics Plaza (Market at Battery),28
77,Market at Sansome,82,Broadway St at Battery St,329
77,Market at Sansome,39,Powell Street BART,231
77,Market at Sansome,42,Davis at Jackson,223
77,Market at Sansome,41,Clay at Battery,120
77,Market at Sansome,46,Washington at Kearney,74
77,Market at Sansome,47,Post at Kearney,12
77,Market at Sansome,45,Commercial at Montgomery,358
77,Market at Sansome,51,Embarcadero at Folsom,159
77,Market at Sansome,50,Harry Bridges Plaza (Ferry Building),519
77,Market at Sansome,49,Spear at Folsom,94
77,Market at Sansome,48,Embarcadero at Vallejo,46
77,Market at Sansome,55,Temporary Transbay Terminal (Howard at Beale),265
77,Market at Sansome,54,Embarcadero at Bryant,119
77,Market at Sansome,59,Golden Gate at Polk,91
77,Market at Sansome,58,San Francisco City Hall,30
77,Market at Sansome,57,5th at Howard,160
77,Market at Sansome,56,Beale at Market,155
77,Market at Sansome,63,Howard at 2nd,178
77,Market at Sansome,62,2nd at Folsom,294
77,Market at Sansome,61,2nd at Townsend,798
77,Market at Sansome,60,Embarcadero at Sansome,385
72,Civic Center BART (7th at Market),68,Yerba Buena Center of the Arts (3rd @ Howard),48
72,Civic Center BART (7th at Market),69,San Francisco Caltrain 2 (330 Townsend),343
72,Civic Center BART (7th at Market),70,San Francisco Caltrain (Townsend at 4th),401
72,Civic Center BART (7th at Market),71,Powell at Post (Union Square),64
72,Civic Center BART (7th at Market),64,2nd at South Park,102
72,Civic Center BART (7th at Market),65,Townsend at 7th,1727
72,Civic Center BART (7th at Market),66,South Van Ness at Market,356
72,Civic Center BART (7th at Market),67,Market at 10th,411
72,Civic Center BART (7th at Market),76,Market at 4th,404
72,Civic Center BART (7th at Market),77,Market at Sansome,319
72,Civic Center BART (7th at Market),72,Civic Center BART (7th at Market),63
72,Civic Center BART (7th at Market),73,Grant Avenue at Columbus Avenue,78
72,Civic Center BART (7th at Market),74,Steuart at Market,151
72,Civic Center BART (7th at Market),75,Mechanics Plaza (Market at Battery),100
72,Civic Center BART (7th at Market),82,Broadway St at Battery St,64
72,Civic Center BART (7th at Market),39,Powell Street BART,279
72,Civic Center BART (7th at Market),42,Davis at Jackson,27
72,Civic Center BART (7th at Market),41,Clay at Battery,37
72,Civic Center BART (7th at Market),46,Washington at Kearney,106
72,Civic Center BART (7th at Market),47,Post at Kearney,92
72,Civic Center BART (7th at Market),45,Commercial at Montgomery,129
72,Civic Center BART (7th at Market),51,Embarcadero at Folsom,19
72,Civic Center BART (7th at Market),50,Harry Bridges Plaza (Ferry Building),53
72,Civic Center BART (7th at Market),49,Spear at Folsom,28
72,Civic Center BART (7th at Market),48,Embarcadero at Vallejo,10
72,Civic Center BART (7th at Market),55,Temporary Transbay Terminal (Howard at Beale),319
72,Civic Center BART (7th at Market),54,Embarcadero at Bryant,40
72,Civic Center BART (7th at Market),59,Golden Gate at Polk,156
72,Civic Center BART (7th at Market),58,San Francisco City Hall,51
72,Civic Center BART (7th at Market),57,5th at Howard,189
72,Civic Center BART (7th at Market),56,Beale at Market,184
72,Civic Center BART (7th at Market),63,Howard at 2nd,101
72,Civic Center BART (7th at Market),62,2nd at Folsom,36
72,Civic Center BART (7th at Market),61,2nd at Townsend,72
72,Civic Center BART (7th at Market),60,Embarcadero at Sansome,237
73,Grant Avenue at Columbus Avenue,68,Yerba Buena Center of the Arts (3rd @ Howard),83
73,Grant Avenue at Columbus Avenue,69,San Francisco Caltrain 2 (330 Townsend),214
73,Grant Avenue at Columbus Avenue,70,San Francisco Caltrain (Townsend at 4th),567
73,Grant Avenue at Columbus Avenue,71,Powell at Post (Union Square),118
73,Grant Avenue at Columbus Avenue,64,2nd at South Park,60
73,Grant Avenue at Columbus Avenue,65,Townsend at 7th,135
73,Grant Avenue at Columbus Avenue,39,Powell Street BART,236
73,Grant Avenue at Columbus Avenue,66,South Van Ness at Market,33
73,Grant Avenue at Columbus Avenue,67,Market at 10th,134
73,Grant Avenue at Columbus Avenue,42,Davis at Jackson,68
73,Grant Avenue at Columbus Avenue,76,Market at 4th,386
73,Grant Avenue at Columbus Avenue,77,Market at Sansome,1171
73,Grant Avenue at Columbus Avenue,41,Clay at Battery,304
